Tiempo,Neutral,Felicidad,Tristeza,Enojo,Sorpresa,Miedo,Asco,Desprecio,Valencia,Activación,Frec Cardíaca,Sujeto
00:00:04.200000,0.2984667,0.4156174,0.000172612,0.002144001,6.03e-07,1.51e-07,0.006473043,3.02e-07,0.4091443,0.9394649,63.0,Sujeto3
00:00:04.240000,0.2969074,0.4177764,0.00015312,0.001901883,5.34e-07,1.34e-07,0.006445771,2.67e-07,0.4113306,0.9391447,63.0,Sujeto3
00:00:04.280000,0.2947146,0.4212911,0.000135828,0.001687107,4.74e-07,1.19e-07,0.006593866,2.37e-07,0.4146972,0.9388087,63.0,Sujeto3
00:00:04.320000,0.2916925,0.4265982,0.000120489,0.001496585,4.21e-07,1.06e-07,0.006662509,2.1e-07,0.4199357,0.9384573,63.0,Sujeto3
00:00:04.360000,0.2895284,0.4302878,0.000106883,0.001327578,3.73e-07,9.4e-08,0.006550068,1.87e-07,0.4237377,0.9380906,63.0,Sujeto3
00:00:04.400000,0.2880025,0.4327569,9.4813e-05,0.001177658,3.31e-07,8.3e-08,0.006756197,1.66e-07,0.4260007,0.9377092,63.0,Sujeto3
00:00:04.440000,0.2876269,0.4330085,8.4106e-05,0.001044667,2.94e-07,7.4e-08,0.007055778,1.47e-07,0.4259527,0.9373134,63.0,Sujeto3
00:00:04.480000,0.287946,0.4319491,7.6813e-05,0.000926695,2.6e-07,6.5e-08,0.007652638,1.3e-07,0.4242964,0.9369034,63.0,Sujeto3
00:00:04.519000,0.2902482,0.4270175,0.000189428,0.000822045,2.31e-07,5.8e-08,0.008398573,1.16e-07,0.4186189,0.9364796,63.0,Sujeto3
00:00:04.559000,0.2973117,0.41267,0.000365896,0.000729213,2.05e-07,5.2e-08,0.009207126,1.03e-07,0.4034628,0.9360424,63.0,Sujeto3
00:00:04.600000,0.3117077,0.3837566,0.00083619,0.000646864,1.82e-07,4.6e-08,0.01045478,9.1e-08,0.3733018,0.9355919,63.0,Sujeto3
00:00:04.640000,0.3316118,0.3404197,0.002149982,0.000573815,1.61e-07,0.000199993,0.01276498,8.1e-08,0.3276547,0.9351286,63.0,Sujeto3
00:00:04.680000,0.3489416,0.3019767,0.004534771,0.000509015,1.43e-07,0.001255454,0.01568781,7.2e-08,0.2862889,0.9346527,63.0,Sujeto3
00:00:04.720000,0.3643644,0.267875,0.008875697,0.000496825,1.27e-07,0.003051817,0.01883352,6.3e-08,0.2490415,0.9341646,63.0,Sujeto3
00:00:04.760000,0.3774841,0.2376244,0.01483483,0.000741393,1.13e-07,0.005890259,0.02253653,5.6e-08,0.2150879,0.9334443,63.0,Sujeto3
00:00:04.800000,0.3889382,0.2107899,0.02121612,0.001193508,1e-07,0.009789014,0.02665315,5e-08,0.1841368,0.9327171,63.0,Sujeto3
00:00:04.840000,0.3992321,0.1869858,0.02712327,0.001779197,8.9e-08,0.01439602,0.03161819,4.4e-08,0.1553676,0.9319832,63.0,Sujeto3
00:00:04.880000,0.407835,0.1658698,0.03365829,0.002453076,7.9e-08,0.01943144,0.03704556,3.9e-08,0.1288243,0.9312428,63.0,Sujeto3
00:00:04.920000,0.4158662,0.1471385,0.03959925,0.003210856,7e-08,0.02398341,0.04169689,3.5e-08,0.1054416,0.9304959,64.0,Sujeto3
00:00:04.960000,0.4226286,0.1305224,0.04562671,0.003980051,6.2e-08,0.02748217,0.0465184,3.1e-08,0.084004,0.9297428,64.0,Sujeto3
00:00:05,0.4282073,0.1157827,0.05183385,0.004705168,5.5e-08,0.03046145,0.05108443,2.7e-08,0.0639489,0.9289836,64.0,Sujeto3
00:00:05.040000,0.4336943,0.1027076,0.05690518,0.005408776,4.9e-08,0.03296648,0.05448206,2.4e-08,0.04580244,0.9282185,64.0,Sujeto3
00:00:05.080000,0.4384313,0.09110904,0.06151188,0.006094364,4.3e-08,0.03510246,0.05660082,2.2e-08,0.02959716,0.9274343,64.0,Sujeto3
00:00:05.120000,0.4427972,0.08082026,0.0658152,0.006706171,3.8e-08,0.03685718,0.0577761,1.9e-08,0.01500506,0.9266636,64.0,Sujeto3
00:00:05.160000,0.4465645,0.07169338,0.06976558,0.007135139,3.4e-08,0.03850622,0.05891991,1.7e-08,0.0019278,0.9259063,64.0,Sujeto3
00:00:05.200000,0.4501534,0.06359718,0.07258298,0.007299201,0.000201694,0.03904755,0.05923593,1.5e-08,-0.008985795,0.9251604,64.0,Sujeto3
00:00:05.240000,0.4536239,0.05641527,0.07456962,0.007221616,0.000411346,0.03876368,0.0588219,1.3e-08,-0.01815435,0.9240232,64.0,Sujeto3
00:00:05.280000,0.4566456,0.0500444,0.07618114,0.007186452,0.000364893,0.03770576,0.05795563,1.2e-08,-0.02613675,0.9228944,64.0,Sujeto3
00:00:05.320000,0.4598101,0.04439297,0.07664426,0.006997212,0.000323687,0.0360895,0.05666645,1.1e-08,-0.03225128,0.9217619,64.0,Sujeto3
00:00:05.360000,0.4628893,0.03937976,0.0761344,0.006726294,0.000287133,0.03414687,0.05498492,9e-09,-0.03675464,0.9206319,64.0,Sujeto3
00:00:05.400000,0.4655169,0.03493267,0.07540691,0.006427029,0.000254708,0.03204595,0.05301097,8e-09,-0.04047424,0.9195044,64.0,Sujeto3
00:00:05.440000,0.4679113,0.03098779,0.0742337,0.006172869,0.000225944,0.02974151,0.05103134,7e-09,-0.04324591,0.9183793,65.0,Sujeto3
00:00:05.480000,0.46979,0.0274884,0.0732439,0.005989877,0.000200429,0.02730073,0.04939582,7e-09,-0.04575551,0.9172567,65.0,Sujeto3
